ICD10;AirP;AQHI;SA;CO;SC;O3;SO;PM2.5;SP;AQHIX;SX;NO2;SN;O3H8;SH;SO2;SS;LAG
R00 - R99;Female;0.000947081;0.002192872;0.01802967;0.01942779;-0.000129406;0.000261144;0.000286126;0.000271944;0.000198396;0.001491406;8.96715E-05;0.000261192;-4.96256E-05;0.000169669;0.000451514;0.001314494;9
R00 - R99;Male;0.000126913;0.00222654;-0.02595725;0.01962195;-9.93959E-05;0.000265459;0.000274181;0.000275673;-0.000698108;0.001515238;-5.66419E-05;0.000264604;-0.000110898;0.000172683;0.001298931;0.001326471;9
R00 - R99;Warm All;0.002028074;0.001630297;0.0296599;0.01901503;-0.000330138;0.000189399;0.000452417;0.000226411;0.001146755;0.00110322;0.000566354;0.000240474;-7.69582E-05;0.000107079;-0.000632534;0.001220469;9
R00 - R99;Warm Female;0.003177992;0.001937373;0.05394852;0.02259119;-0.000356222;0.000225135;0.000707817;0.000268955;0.001920936;0.001311226;0.00072776;0.000285966;-2.02608E-05;0.000127257;0.000329738;0.001448998;9
R00 - R99;Warm Male;0.000608113;0.002016632;-0.00034518;0.02352193;-0.000298148;0.000234266;0.000136675;0.000280205;0.000192843;0.001364312;0.00036812;0.000297333;-0.000147001;0.000132435;-0.001831687;0.001511174;9
R00 - R99;Cold All;-0.001006117;0.002100575;-0.01642086;0.01503843;0.000205191;0.000263563;0.000138203;0.000232244;-0.001744483;0.001446436;-0.000263863;0.000210614;-5.05668E-05;0.000226374;0.001663112;0.001044876;9
R00 - R99;Cold Female;-0.001542041;0.002478122;0.003545363;0.017787262;9.65612E-05;0.000310642;-5.02023E-05;0.000274216;-0.001604934;0.001704973;-0.000201074;0.000248557;-0.000173052;0.000266702;0.000426802;0.001237767;9
R00 - R99;Cold Male;-0.000343039;0.002463901;-0.04062189;0.01757776;0.000335331;0.000309513;0.000368165;0.000272087;-0.001908688;0.001698575;-0.0003384;0.000246967;9.71388E-05;0.000265948;0.003160038;0.001219236;9
R00 - R99;Age 0-10 All;0.016299973;0.005204224;0.00367453;0.04477884;-0.000147261;0.000620137;0.001956792;0.000641237;0.010305457;0.003543398;0.001708488;0.000604267;0.000640661;0.000412995;0.009824919;0.003047763;9
R00 - R99;Age 0-10 Female;0.024250879;0.006965584;0.1446876;0.05967259;-0.001225548;0.000831851;0.00289821;0.000856195;0.017981661;0.004744338;0.00310391;0.000806585;0.000954032;0.000555614;0.010772006;0.004085625;9
R00 - R99;Age 0-10 Male;0.00982524;0.006523478;-0.1124739;0.05620196;0.000723028;0.000774678;0.001186419;0.000805359;0.004057635;0.004438352;0.000564711;0.000758707;0.000384826;0.000515079;0.009080522;0.003816213;9
R00 - R99;Age 11-60 All;-0.000443818;0.002102195;-0.008164828;0.018621621;-0.000215111;0.000250438;0.00018828;0.000260651;-0.000534546;0.001429766;-3.74151E-05;0.00025039;-9.06174E-05;0.000162617;0.000428448;0.001256678;9
R00 - R99;Age 11-60 Female;-0.000428462;0.002549894;-0.003075303;0.022646525;-3.02184E-05;0.000303485;0.000275381;0.000316472;-0.000807247;0.001733044;-0.000192527;0.000304012;4.72457E-06;0.000196905;-0.000150451;0.001530399;9
R00 - R99;Age 11-60 Male;-0.0004556;0.002685807;-0.01490601;0.02370864;-0.000470221;0.000320343;7.33053E-05;0.000332584;-0.000156632;0.001828419;0.000174114;0.000319443;-0.000221603;0.000208233;0.00121371;0.001596941;9
R00 - R99;Age 60+All;-0.00127411;0.002669116;0.008351853;0.023671512;7.96788E-05;0.000318199;5.11757E-05;0.000331016;-0.002107729;0.001816083;-0.000292093;0.000318918;-0.000213108;0.000206097;-0.000672137;0.00160379;9
R00 - R99;Age 60+ Female;-0.001000998;0.00330443;0.03246779;0.029346;-0.000105529;0.000393888;-0.000220664;0.000409997;-0.001379311;0.002249268;5.16314E-06;0.000395077;-0.000347631;0.000255145;-0.000541336;0.001985114;9
R00 - R99;Age 60+ Male;-0.001586031;0.003530458;-0.01895852;0.03125304;0.000294464;0.000420911;0.00035972;0.000437558;-0.002942222;0.002401283;-0.000631713;0.000421478;-5.92983E-05;0.000272621;-0.000822101;0.00212187;9
R00 - R99;All: LAG 10;0.000235969;0.00186412;-0.01843892;0.01648646;0.000112286;0.000221788;0.00017254;0.000231029;-0.000696857;0.001269843;-0.00011683;0.000221725;-4.76013E-05;0.000144384;0.000413826;0.001105394;10
R00 - R99;Female;-0.0013562;0.00220926;-0.01101295;0.01959136;9.62554E-05;0.000262871;1.40106E-06;0.00027394;-0.001723195;0.001504635;-0.000285766;0.000263117;-0.000120267;0.000170947;3.76485E-05;0.001313006;10
R00 - R99;Male;0.002188092;0.00223992;-0.02745459;0.01975189;0.000130278;0.000266545;0.000382744;0.000277464;0.000562664;0.001526328;8.97102E-05;0.000266027;4.12941E-05;0.000173732;0.00088072;0.001324876;10
R00 - R99;Warm All;0.000461302;0.001645308;-0.005507722;0.01936528;0.000132623;0.000190689;0.000348572;0.000228446;-0.001079337;0.001116244;-0.000234045;0.000243022;-7.83315E-05;0.000108403;-0.000356068;0.001216364;10
R00 - R99;Warm Female;-0.000365305;0.001958407;0.01313123;0.02304418;7.68568E-05;0.000227082;0.000283766;0.000271837;-0.001843623;0.001328609;-0.000352344;0.000289503;-0.000156917;0.000128986;-0.00031847;0.001447183;10
R00 - R99;Warm Male;0.00148162;0.002029537;-0.02855568;0.02389198;0.000201651;0.000235114;0.000428465;0.000281984;-0.000136364;0.001377018;-8.87596E-05;0.000299508;1.8861E-05;0.000133771;-0.000409185;0.00150139;10
R00 - R99;Cold All;-0.00029198;0.002110297;-0.02262624;0.01506676;2.18782E-06;0.000264551;4.84404E-05;0.000233261;-0.000425408;0.001453724;-5.53995E-05;0.000211543;-3.49292E-05;0.000224325;0.00077124;0.001043709;10
R00 - R99;Cold Female;-0.002453329;0.002492027;-0.01899898;0.01784741;-1.35189E-06;0.00031242;-0.000206898;0.000275568;-0.001391006;0.001716105;-0.000193093;0.000250008;-8.31523E-05;0.000264741;7.4668E-05;0.00123591;10
R00 - R99;Cold Male;0.002342286;0.002482786;-0.02704181;0.01766958;1.54149E-06;0.000311335;0.000361322;0.000274283;0.000754032;0.001711368;0.000112871;0.000248691;2.14251E-05;0.000264206;0.001627173;0.001224141;10
R00 - R99;Age 0-10 All;0.005298267;0.00524853;-0.07691696;0.04521389;0.000419813;0.000625113;0.000149624;0.000646253;0.004200109;0.003575934;0.000525894;0.000609353;0.000459582;0.000416731;0.006187568;0.003055543;10
R00 - R99;Age 0-10 Female;0.002246086;0.007030013;-0.02864386;0.06040594;0.000353989;0.00083647;0.000219907;0.000864658;0.001746965;0.004786603;3.89083E-05;0.000813524;0.000398206;0.000559642;0.001728137;0.004095035;10
R00 - R99;Age 0-10 Male;0.00782448;0.006567657;-0.11647839;0.05669476;0.000468939;0.000782792;9.51207E-05;0.000809322;0.006233987;0.004477269;0.000934913;0.000764505;0.000508094;0.000520386;0.009875672;0.003822001;10
R00 - R99;Age 11-60 All;5.93824E-05;0.002115564;-0.018072;0.01874458;1.27509E-05;0.000251785;0.000211109;0.000262333;-0.000708987;0.001440664;-0.000103224;0.00025187;-6.39941E-05;0.000163675;0.000450961;0.001255383;10
R00 - R99;Age 11-60 Female;-0.001671433;0.002568992;-0.02117575;0.02282345;0.000211286;0.000305607;-8.46083E-06;0.000318892;-0.001822781;0.001748748;-0.000401962;0.000306209;-2.10048E-05;0.000198497;0.000628915;0.001529192;10
R00 - R99;Age 11-60 Male;0.002388697;0.002699572;-0.01391891;0.02384127;-0.000258491;0.000321511;0.000506829;0.0003343;0.000792768;0.001839443;0.000297916;0.000320838;-0.000123695;0.000209272;0.000232421;0.001595665;10
R00 - R99;Age 60+All;-0.000646828;0.002683821;-0.004449292;0.02381864;0.00021959;0.000319085;0.000109542;0.000332847;-0.001848215;0.001829079;-0.00030423;0.000320561;-0.000133215;0.000207101;-0.001052704;0.001596353;10
R00 - R99;Age 60+ Female;-0.001445525;0.003326196;0.01310875;0.02957812;-0.000189363;0.000395897;-1.85918E-05;0.000412215;-0.002222927;0.002268063;-0.000121203;0.000397887;-0.000416631;0.000256634;-0.001438004;0.001978544;10
R00 - R99;Age 60+ Male;0.000262195;0.003553926;-0.02432782;0.03146657;0.000685002;0.000421889;0.00025561;0.000441128;-0.001423798;0.002420917;-0.00051226;0.000423772;0.000190004;0.000274203;-0.000611947;0.002113834;10
R00 - R99;All: LAG 11;0.000994402;0.001869857;-0.01998672;0.01664867;0.000359961;0.000221502;0.000124383;0.000231572;-2.98994E-05;0.001276988;-0.000121456;0.000223849;0.000118519;0.000144408;0.001888042;0.001107647;11
R00 - R99;Female;0.001394403;0.002216398;-0.0118159;0.01976343;0.000376776;0.000262644;0.000140274;0.000274574;0.000203848;0.001513418;-7.31905E-05;0.00026561;0.000124812;0.00017106;0.001588343;0.001316495;11
R00 - R99;Male;0.000501479;0.002245786;-0.02996601;0.01996154;0.000338442;0.00026599;0.000105947;0.000278027;-0.000319664;0.00153398;-0.00018075;0.000268514;0.000110451;0.000173588;0.002260178;0.001326251;11
R00 - R99;Warm All;0.001824758;0.001640702;-0.002405632;0.019543248;0.000170426;0.000188642;0.000196249;0.00022832;0.001566083;0.001117016;0.000176404;0.000243154;0.000191293;0.000108322;0.001390847;0.001214022;11
R00 - R99;Warm Female;0.002743902;0.001954467;0.0205321;0.02326329;0.000117334;0.000224931;0.000308904;0.000271942;0.002218955;0.001330321;0.000399219;0.000289648;0.000196209;0.000129051;0.000657946;0.001447009;11
R00 - R99;Warm Male;0.000691819;0.002021165;-0.03086693;0.02408744;0.000236437;0.000232124;5.7414E-05;0.00028131;0.000759827;0.001376513;-9.90133E-05;0.000299482;0.000185552;0.00013346;0.002296124;0.001494508;11
R00 - R99;Cold All;-0.000129935;0.002129198;-0.02633929;0.01520934;0.000585261;0.00026653;5.95749E-05;0.000234115;-0.002084115;0.001469152;-0.000275942;0.000214529;-0.00016847;0.00022341;0.002100801;0.00104737;11
R00 - R99;Cold Female;0.000212913;0.002513725;-0.02471121;0.01798773;0.000723042;0.000314673;-2.76817E-06;0.000276461;-0.001853665;0.001734574;-0.000262788;0.000253483;-0.000101794;0.000263745;0.00199469;0.00124038;11
R00 - R99;Cold Male;-0.000559795;0.002507328;-0.02828659;0.01787788;0.000414689;0.000313984;0.00013744;0.000275607;-0.002377126;0.001730247;-0.000293185;0.00025241;-0.000251614;0.000263109;0.002230696;0.001229173;11
R00 - R99;Age 0-10 All;0.002536624;0.005258212;-0.09598223;0.0456639;0.000886113;0.000622447;0.000481694;0.000645663;-0.000733984;0.003593235;-0.000358712;0.000614735;0.000233972;0.0004166;0.004515504;0.003052905;11
R00 - R99;Age 0-10 Female;0.001217064;0.007061222;-0.08434593;0.06098208;0.001183804;0.000834938;0.000658829;0.000866688;-0.003124675;0.004818271;-0.000825659;0.000822003;0.000175897;0.00056024;0.002403093;0.004093913;11
R00 - R99;Age 0-10 Male;0.00359505;0.006569708;-0.10566711;0.05733523;0.000638958;0.00077858;0.000336683;0.000807042;0.001212017;0.00449435;2.75361E-05;0.000770688;0.000278226;0.000519906;0.006265917;0.003819593;11
R00 - R99;Age 11-60 All;0.002794308;0.002118045;-0.001289189;0.018897473;0.000259291;0.00025112;0.00033146;0.000262426;0.001716172;0.001446194;0.00013846;0.00025388;0.000268771;0.000163365;0.002867517;0.00125419;11
R00 - R99;Age 11-60 Female;0.002493946;0.002573357;-0.003204287;0.022980144;0.000336277;0.000304839;0.000272215;0.000319103;0.001966635;0.001756202;7.12291E-05;0.000308662;0.000399442;0.000198215;0.002534331;0.001528847;11
R00 - R99;Age 11-60 Male;0.003188489;0.002703152;0.001242702;0.024083955;0.000154221;0.000320835;0.000410766;0.000334537;0.001371064;0.001846832;0.000227704;0.00032366;9.12522E-05;0.000208856;0.003317884;0.001594192;11
R00 - R99;Age 60+All;-0.002716778;0.002695942;-0.03537149;0.02407883;0.000414464;0.00031926;-0.000343997;0.000334301;-0.003097125;0.001840951;-0.000544818;0.000323911;-0.000185009;0.000207448;-0.000572158;0.001606458;11
R00 - R99;Age 60+ Female;-0.000789513;0.003337933;-0.01334014;0.02988203;0.000289207;0.000396219;-0.000227948;0.000413484;-0.002652529;0.002280801;-0.00020284;0.000401724;-0.000430975;0.000256908;-0.00045138;0.001991602;11
R00 - R99;Age 60+ Male;-0.004943336;0.003567709;-0.06044103;0.03178384;0.000555149;0.00042142;-0.000479453;0.000442954;-0.003619301;0.002435218;-0.000935342;0.000427874;9.41027E-05;0.000274375;-0.00071218;0.002122722;11
R00 - R99;All: LAG 12;0.002055541;0.001870611;0.005001545;0.016700281;-1.33716E-05;0.000221266;0.000194085;0.000231608;0.001383434;0.001276664;0.0002536;0.000223863;7.14013E-05;0.000144359;-0.000430514;0.001107072;12
R00 - R99;Female;0.001129766;0.002217568;0.005821162;0.019825957;-0.000123892;0.000262208;0.000193031;0.000274631;0.000803425;0.001513193;0.000167759;0.000265667;2.16373E-05;0.000170979;7.83198E-06;0.001314545;12
R00 - R99;Male;0.003191475;0.002246283;0.004022553;0.020018944;0.00012167;0.000265796;0.000196181;0.000278048;0.002094532;0.00153339;0.000358406;0.000268482;0.000132427;0.000173535;-0.000954738;0.001326718;12
R00 - R99;Warm All;0.000919684;0.001642803;0.01758394;0.01954586;-0.000118816;0.000187681;0.00044429;0.00022815;-0.000136104;0.001119509;8.41257E-05;0.000243394;-6.48039E-05;0.000108387;-0.000588182;0.001230249;12
R00 - R99;Warm Female;-0.000843261;0.001955233;0.01529682;0.02325719;-0.000303685;0.000223339;0.000348816;0.000271609;-0.001145433;0.001332296;-0.000119946;0.000289852;-0.000142734;0.000128948;3.60237E-05;0.001463038;12
R00 - R99;Warm Male;0.003089631;0.002024699;0.02044486;0.02410593;0.00010854;0.000231359;0.00056137;0.000281277;0.001107476;0.001379971;0.000334934;0.000299789;3.13369E-05;0.000133669;-0.001363703;0.001518128;12
R00 - R99;Cold All;0.003776135;0.002131826;0.001103968;0.015297107;9.58538E-05;0.000267208;-2.92177E-06;0.000234634;0.003696782;0.001468884;0.000411974;0.000215003;0.000499699;0.000222994;-0.000405425;0.001041125;12
R00 - R99;Cold Female;0.004488093;0.002516369;0.005725739;0.018081699;-4.89571E-06;0.000315417;9.64849E-05;0.000276967;0.004263874;0.001733054;0.000490028;0.000253886;0.000540888;0.000263294;-4.72327E-05;0.001231668;12
R00 - R99;Cold Male;0.002898927;0.002506933;-0.004513993;0.017952956;0.000215589;0.000314118;-0.000122253;0.000275825;0.00299449;0.001728807;0.000316266;0.000252721;0.000447382;0.000262194;-0.000829324;0.001220676;12
R00 - R99;Age 0-10 All;0.008313666;0.005243116;-0.07059707;0.04585859;0.001282599;0.000623966;0.000278832;0.000645397;0.004452529;0.003581605;0.000441954;0.000612936;0.000626973;0.000416157;0.000286817;0.003050611;12
R00 - R99;Age 0-10 Female;0.006243625;0.007038627;-0.07527847;0.06132684;0.001693159;0.000836628;0.000164305;0.00086692;0.00179644;0.004802564;-7.71686E-05;0.000820654;0.000551084;0.000559427;-0.002576931;0.004080332;12
R00 - R99;Age 0-10 Male;0.009979371;0.006549343;-0.06710841;0.05746184;0.000947241;0.000780326;0.000367795;0.000805584;0.006623687;0.004477242;0.000867496;0.000767074;0.000689664;0.00051922;0.002707294;0.003820726;12
R00 - R99;Age 11-60 All;0.002396487;0.002121339;0.007381147;0.018990955;7.55798E-05;0.000250951;0.000339576;0.000262696;0.001089729;0.001447664;0.000177931;0.000254258;8.01567E-05;0.000163468;0.000214031;0.001254886;12
R00 - R99;Age 11-60 Female;0.000802479;0.002576336;0.006804566;0.023077496;-0.000100941;0.000304534;0.000297677;0.000319213;3.26315E-05;0.001757425;4.26292E-05;0.000308988;-3.35061E-05;0.000198345;-4.86301E-06;0.001529152;12
R00 - R99;Age 11-60 Male;0.004536939;0.002706023;0.008161431;0.024207125;0.000313046;0.000320429;0.000395362;0.000334923;0.002512003;0.00184757;0.000359217;0.000324055;0.000233235;0.000208763;0.00051185;0.001593622;12
R00 - R99;Age 60+All;-0.000073373;0.002700426;0.01987963;0.02410151;-0.000485753;0.0003187;-9.34523E-05;0.000334629;0.001190766;0.00184314;0.000347285;0.000324171;-7.08913E-05;0.000207567;-0.001801859;0.001605907;12
R00 - R99;Age 60+ Female;0.000733076;0.003347041;0.02158189;0.02996793;-0.000539096;0.000395457;-9.81871E-06;0.000414558;0.002140358;0.002285308;0.000473186;0.00040235;2.85996E-05;0.000257272;0.000590717;0.001988123;12
R00 - R99;Age 60+ Male;-0.000996399;0.003570062;0.01790016;0.03175142;-0.000425638;0.000420915;-0.000189393;0.00044264;0.00010769;0.002435722;0.000204477;0.000427944;-0.000184792;0.000274407;-0.00453698;0.002125287;12
R00 - R99;All: LAG 13;-0.001402059;0.001868093;-0.03939514;0.01668031;0.000435523;0.000221619;-0.000228201;0.000230683;-0.000734991;0.001274756;-0.000384464;0.000222544;0.000233607;0.000144715;-0.002412808;0.001097933;13
R00 - R99;Female;-0.003512457;0.002214316;-0.051457605;0.019829268;0.000517592;0.000262622;-0.000368318;0.0002736;-0.002450204;0.001510656;-0.00071499;0.000263977;0.000165213;0.000171417;-0.00325232;0.001303429;13
R00 - R99;Male;0.001189776;0.00224266;-0.02480165;0.01996856;0.000334358;0.000266308;-5.57572E-05;0.000276819;0.001371578;0.001530506;1.93108E-05;0.000266921;0.000317969;0.000173967;-0.001382331;0.001316435;13
R00 - R99;Warm All;0.001464389;0.001647242;-0.01521475;0.01940395;0.000127686;0.000189419;0.000564128;0.000227278;-0.000270478;0.001121184;-0.000110918;0.000241389;1.03344E-05;0.000109391;-0.001200597;0.001223996;13
R00 - R99;Warm Female;-0.001235092;0.001961294;-0.02258936;0.02310426;-7.85465E-05;0.000225492;0.000267971;0.000270973;-0.001751499;0.001334333;-0.000398442;0.000287481;-0.000107482;0.000130128;-0.002477493;0.00145482;13
R00 - R99;Warm Male;0.004793888;0.002029335;-0.006149946;0.023918726;0.000382792;0.000233484;0.000928719;0.000279784;0.001556101;0.001382209;0.000242023;0.000297365;0.000156332;0.000134955;0.000382849;0.001511788;13
R00 - R99;Cold All;-0.004627567;0.00211516;-0.048016908;0.015313479;0.000804824;0.000265016;-0.000832549;0.000233103;-0.000965054;0.001459946;-0.000486559;0.00021385;0.000883103;0.000218693;-0.002922261;0.001030504;13
R00 - R99;Cold Female;-0.005490951;0.002497552;-0.060080869;0.018143011;0.00126192;0.000312543;-0.000852671;0.000275373;-0.00242266;0.001723152;-0.000763661;0.000252568;0.000988809;0.000258122;-0.003562186;0.001219735;13
R00 - R99;Cold Male;-0.003580485;0.002489599;-0.03361768;0.01795748;0.000245076;0.000312242;-0.000807822;0.000274442;0.000813379;0.00171808;-0.000149661;0.000251529;0.00075324;0.000257779;-0.002146434;0.001209681;13
R00 - R99;Age 0-10 All;0.01031137;0.005248372;-0.008249672;0.045602794;0.000667227;0.00062294;0.000761826;0.000644406;0.006245955;0.003585916;0.000869278;0.00061165;0.000588566;0.000417916;0.003834782;0.003040607;13
R00 - R99;Age 0-10 Female;0.012093199;0.007048872;0.03461722;0.06121458;0.00063292;0.000836136;0.000714778;0.000866138;0.008178797;0.004813268;0.001189768;0.000819313;0.000701135;0.000562032;-0.00216291;0.00408572;13
R00 - R99;Age 0-10 Male;0.008833565;0.006558566;-0.04322591;0.05697408;0.000692508;0.000778545;0.000799253;0.000804504;0.004654543;0.004482661;0.000603665;0.000765766;0.000496222;0.000521563;0.008763967;0.003795417;13
R00 - R99;Age 11-60 All;-0.001404794;0.002119315;-0.049011712;0.018978727;0.000513449;0.000251464;-0.000195742;0.000261846;-0.000991417;0.00144582;-0.000451269;0.000252761;0.000240255;0.000163961;-0.001891631;0.00124568;13
R00 - R99;Age 11-60 Female;-0.00391288;0.002573112;-0.06021874;0.02311031;0.000561484;0.000305244;-0.000376675;0.000318063;-0.00272376;0.001755215;-0.000805661;0.000307156;0.000193416;0.000198893;-0.002774559;0.001516575;13
R00 - R99;Age 11-60 Male;0.00198487;0.00270291;-0.03406575;0.02413542;0.000447581;0.00032108;4.89709E-05;0.000333835;0.001349886;0.001844186;2.52643E-05;0.000322014;0.000303618;0.000209496;-0.000698619;0.001583655;13
R00 - R99;Age 60+All;-0.004175126;0.00269275;-0.02936897;0.02409847;0.000235873;0.000319586;-0.000523512;0.000332724;-0.001927801;0.001838008;-0.000574675;0.000321939;0.000139706;0.000207952;-0.004909944;0.001588819;13
R00 - R99;Age 60+ Female;-0.005846355;0.003340524;-0.05230523;0.02995211;0.000404751;0.000396268;-0.000569246;0.000412951;-0.004041762;0.002279137;-0.000938873;0.00039951;6.75388E-06;0.000257924;-0.004417929;0.001970058;13
